hostname,Condor_Version,Condor_Build_ID,cpu_frequency,cpu_model,CpuCacheSize,DetectedCpus,DetectedMemory,Disk,eth_link_speed,glibc_version,has_afs,has_avx,has_scratch365,has_singularity,has_sse4_1,has_sse4_2,has_ssse3,has_vast,HasFileTransfer,HasJICLocalConfig,HasJobDeferral,HasMPI,HasTDP,HasTransferInputRemaps,HasVM,JavaMFlops,JobPreemptions,JobRankPreemptions,KFlops,Mips,OpSysLongName,has_avx2
d8civy125.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,436727880,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1735.804321,0,0,1660925,25197,Red Hat Enterprise Linux release 8.9 (Ootpa),
disc01.crc.nd.edu,8.8.14,550418,2.40GHz,Intel(R) Xeon(R) CPU           E5620,12288,8,31998,1870892704,10000Mb/s,glibc-2.17-326.el7_9.x86_64,true,,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,844.224731,0,0,1751344,15973,Red Hat Enterprise Linux Server release 7.9 (Maipo),
d12chas036.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,63427,945297388,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1866.547241,0,0,1723336,26222,Red Hat Enterprise Linux release 8.9 (Ootpa),true
disc-store-011.crc.nd.edu,10.6.0,658549,unknown,,512,64,256888,405133312,40000Mb/s,glibc-2.34-83.el9_3.12.x86_64,true,true,false,true,true,true,true,,"https,dav,davs,http,data,ftp,file,s3,gs",true,true,true,true,true,false,,0,0,5810115,33570,Red Hat Enterprise Linux release 9.3 (Plow),true
d12chas104.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,30720,24,128290,929771272,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1708.199585,0,0,1521236,23198,Red Hat Enterprise Linux release 8.9 (Ootpa),true
cclws16.cse.nd.edu,8.8.14,550418,3.40GHz,Intel(R) Core(TM) i5-3570 CPU,6144,4,31820,182900600,1000Mb/s,glibc-2.28-236.el8_9.12.x86_64,true,true,false,true,true,true,true,,"file,ftp,http,data,https",true,true,true,true,true,false,1949.609863,0,0,1733712,20288,Red Hat Enterprise Linux release 8.9 (Ootpa),
d8civy113.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,449267752,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1721.88855,0,0,1670724,25162,Red Hat Enterprise Linux release 8.9 (Ootpa),
d8civy093.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,445502980,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1737.033813,0,0,1652889,25179,Red Hat Enterprise Linux release 8.9 (Ootpa),
d32cepyc024.crc.nd.edu,8.8.14,550418,unknown,,512,64,256867,434204132,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,2481.590332,0,0,4459403,24328,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas042.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,63427,934848280,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1859.452271,0,0,1705728,25916,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy102.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,448250196,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1713.925537,0,0,1678090,24826,Red Hat Enterprise Linux release 8.9 (Ootpa),
d8civy142.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,450770024,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1735.135742,0,0,1673059,25111,Red Hat Enterprise Linux release 8.9 (Ootpa),
d12chas212.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,256707,1355897988,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1820.426147,0,0,1747182,26126,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d32cepyc120.crc.nd.edu,8.8.14,550418,unknown,,512,64,256876,903098256,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,3052.05249,0,0,5466256,29884,Red Hat Enterprise Linux release 8.9 (Ootpa),true
disc05.crc.nd.edu,8.8.14,550418,2.40GHz,Intel(R) Xeon(R) CPU           E5620,12288,8,31998,1875210836,1000Mb/s,glibc-2.17-326.el7_9.x86_64,true,,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1152.824097,0,0,1553329,15282,Red Hat Enterprise Linux Server release 7.9 (Maipo),
opt-mgmt-old.crc.nd.edu,8.8.14,550418,3.33GHz,Intel(R) Xeon(R) CPU           X5680,12288,12,64219,70178056,10000Mb/s,glibc-2.17-326.el7_9.x86_64,true,,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1441.655762,0,0,1104333,24272,Red Hat Enterprise Linux Server release 7.9 (Maipo),
qa-2080ti-003.crc.nd.edu,8.8.14,550418,2.10GHz,Intel(R) Xeon(R) Silver 4110 CPU,11264,32,95769,3819585760,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1474.074829,0,0,1733232,24948,Red Hat Enterprise Linux release 8.9 (Ootpa),true
qa-rtx6k-040.crc.nd.edu,8.8.14,550418,2.70GHz,Intel(R) Xeon(R) Gold 6226 CPU,19712,24,192571,408871172,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1969.185303,0,0,1878221,30846,Red Hat Enterprise Linux release 8.9 (Ootpa),true
qa-rtx6k-003.crc.nd.edu,8.8.14,550418,2.70GHz,Intel(R) Xeon(R) Gold 6226 CPU,19712,24,192571,419298007,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1964.852905,0,0,1869767,30729,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy137.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,445124064,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1728.921753,0,0,1670072,18135,Red Hat Enterprise Linux release 8.9 (Ootpa),
qa-rtx6k-022.crc.nd.edu,8.8.14,550418,2.70GHz,Intel(R) Xeon(R) Gold 6226 CPU,19712,24,192570,405327724,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1973.785278,0,0,1834404,30782,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy046.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,460785881,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1733.26123,2,0,1681620,24983,Red Hat Enterprise Linux release 8.9 (Ootpa),
d32cepyc115.crc.nd.edu,8.8.14,550418,unknown,,512,64,256876,876642880,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,3118.784668,0,0,5444619,30517,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas281.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,256707,1817306326,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1883.178589,0,0,1673468,26148,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas346.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,256707,1354881564,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1872.101318,0,0,1746840,26316,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas032.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,63427,945627000,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1862.876343,0,0,1729261,26343,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas054.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,63427,946119532,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1885.503174,0,0,1715175,26119,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy077.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,429650438,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1744.775635,0,0,1683716,25300,Red Hat Enterprise Linux release 8.9 (Ootpa),
sa-rtx6ka-006.crc.nd.edu,8.8.14,550418,2.30GHz,Intel(R) Xeon(R) Silver 4316 CPU,30720,40,257059,865574624,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,2271.042969,0,0,1853680,29427,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas082.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,63427,950769588,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1868.529419,0,0,1751416,26280,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy058.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,445722729,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1726.442017,0,0,1694057,25252,Red Hat Enterprise Linux release 8.9 (Ootpa),
d32cepyc060.crc.nd.edu,8.8.14,550418,unknown,,512,64,257123,422984008,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,2493.488037,0,0,4477134,24160,Red Hat Enterprise Linux release 8.9 (Ootpa),true
qa-rtx6k-012.crc.nd.edu,8.8.14,550418,2.70GHz,Intel(R) Xeon(R) Gold 6226 CPU,19712,24,192571,412492128,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1975.973633,0,0,1811801,30358,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas279.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,256707,1798061734,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1869.248901,0,0,1743441,24092,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d32cepyc040.crc.nd.edu,8.8.14,550418,unknown,,512,64,256867,412325288,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,2456.491699,0,0,4415494,24110,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy131.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,442874040,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1736.058716,0,0,1675934,25223,Red Hat Enterprise Linux release 8.9 (Ootpa),
disc15.crc.nd.edu,8.8.14,550418,2.40GHz,Intel(R) Xeon(R) CPU           E5620,12288,8,31998,1876949040,1000Mb/s,glibc-2.17-326.el7_9.x86_64,true,,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1141.73291,0,0,1807052,17607,Red Hat Enterprise Linux Server release 7.9 (Maipo),
d8civy056.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,444047568,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1726.181274,0,0,1685883,25256,Red Hat Enterprise Linux release 8.9 (Ootpa),
d8civy112.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,442560129,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1725.94812,0,0,1704106,25240,Red Hat Enterprise Linux release 8.9 (Ootpa),
d8civy127.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,451356144,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1742.997437,0,0,1668437,25188,Red Hat Enterprise Linux release 8.9 (Ootpa),
qa-a10-009.crc.nd.edu,8.8.14,550418,2.90GHz,Intel(R) Xeon(R) Gold 6326 CPU,24576,32,256860,1788053960,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,2346.330078,0,0,1895281,30224,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas221.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,256707,1357039632,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1881.125488,0,0,1712086,26391,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy079.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,443152064,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1733.506226,0,0,1694721,25249,Red Hat Enterprise Linux release 8.9 (Ootpa),
d32cepyc118.crc.nd.edu,8.8.14,550418,unknown,,512,64,256876,894936016,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,3110.228027,0,0,5464461,30648,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d32cepyc156.crc.nd.edu,8.8.14,550418,unknown,,512,64,256875,875104072,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,3080.883057,0,0,5331909,29753,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d32cepyc037.crc.nd.edu,8.8.14,550418,unknown,,512,64,256867,425478680,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,2422.071777,0,0,4390199,23839,Red Hat Enterprise Linux release 8.9 (Ootpa),true
disc-store-008.crc.nd.edu,10.6.0,658549,unknown,,512,64,256888,453968972,40000Mb/s,glibc-2.34-83.el9_3.12.x86_64,true,true,false,true,true,true,true,,"https,dav,davs,http,data,ftp,file,s3,gs",true,true,true,true,true,false,,0,0,5842499,33506,Red Hat Enterprise Linux release 9.3 (Plow),true
d32cepyc012.crc.nd.edu,8.8.14,550418,unknown,,512,64,257130,423962044,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,2336.767334,0,0,3358518,21510,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d32cepyc061.crc.nd.edu,8.8.14,550418,unknown,,512,64,257123,388326316,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,2447.82959,0,0,4456584,24397,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy034.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,455442606,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1735.188965,0,0,1680694,25155,Red Hat Enterprise Linux release 8.9 (Ootpa),
d8civy015.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,437319760,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1749.471802,1,0,1672914,25291,Red Hat Enterprise Linux release 8.9 (Ootpa),
d32cepyc043.crc.nd.edu,8.8.14,550418,unknown,,512,64,256867,442127020,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,2454.426025,0,0,4407828,24157,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d32cepyc014.crc.nd.edu,8.8.14,550418,unknown,,512,64,256867,421188400,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,2423.58374,0,0,4348370,23921,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d32cepyc103.crc.nd.edu,8.8.14,550418,unknown,,512,64,256875,882259604,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,3034.229736,1,0,5413319,30488,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas037.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,63427,942311076,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1872.158203,0,0,1733948,26241,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas205.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,256707,1363073000,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1863.125488,0,0,1749814,26106,Red Hat Enterprise Linux release 8.9 (Ootpa),true
disc-store-004.crc.nd.edu,10.6.0,658549,unknown,,512,64,256888,453967516,40000Mb/s,glibc-2.34-83.el9_3.12.x86_64,true,true,false,true,true,true,true,,"https,dav,davs,http,data,ftp,file,s3,gs",true,true,true,true,true,false,,0,0,5742790,33280,Red Hat Enterprise Linux release 9.3 (Plow),true
cclws18.cse.nd.edu,8.8.14,550418,3.40GHz,Intel(R) Core(TM) i5-3570 CPU,6144,4,31763,343966000,10Mb/s,glibc-2.28-225.el8.x86_64,true,true,false,,true,true,true,,"file,ftp,http,data,https",true,true,true,true,true,false,1916.623535,0,0,1718403,27879,Red Hat Enterprise Linux release 8.8 (Ootpa),
disc08.crc.nd.edu,8.8.14,550418,2.40GHz,Intel(R) Xeon(R) CPU           E5620,12288,8,31998,1919407460,1000Mb/s,glibc-2.17-326.el7_9.x86_64,true,,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1154.562256,0,0,1903288,19061,Red Hat Enterprise Linux Server release 7.9 (Maipo),
cclws27.cse.nd.edu,8.8.14,550418,unknown,,30720,24,31591,93255696,1000Mb/s,glibc-2.28-225.el8.x86_64,true,true,false,,true,true,true,,"file,ftp,http,data,https",true,true,true,true,true,false,3892.94873,0,0,2508531,49237,Red Hat Enterprise Linux release 8.8 (Ootpa),true
d12chas347.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,256707,1350071424,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1859.911011,0,0,1688179,26325,Red Hat Enterprise Linux release 8.9 (Ootpa),true
disc14.crc.nd.edu,8.8.14,550418,2.40GHz,Intel(R) Xeon(R) CPU           E5620,12288,16,31997,1868980048,1000Mb/s,glibc-2.17-326.el7_9.x86_64,true,,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1155.099854,0,0,1510262,15333,Red Hat Enterprise Linux Server release 7.9 (Maipo),
d8civy100.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,442484420,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1717.924927,0,0,1665051,24936,Red Hat Enterprise Linux release 8.9 (Ootpa),
d32cepyc045.crc.nd.edu,8.8.14,550418,unknown,,512,64,256867,436162592,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,2454.390381,0,0,4394063,23874,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas081.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,63427,940500904,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1864.84082,0,0,1749950,26565,Red Hat Enterprise Linux release 8.9 (Ootpa),true
qa-p100-001.crc.nd.edu,8.8.14,550418,2.20GHz,Intel(R) Xeon(R) CPU E5-2650 v4,30720,24,128260,908704820,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1795.538574,0,0,1688685,23726,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy109.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,449039968,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1721.587891,0,0,1661154,25291,Red Hat Enterprise Linux release 8.9 (Ootpa),
d12chas123.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,256707,1351620008,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1870.130249,0,0,1751580,26450,Red Hat Enterprise Linux release 8.9 (Ootpa),true
qa-a10-007.crc.nd.edu,8.8.14,550418,2.90GHz,Intel(R) Xeon(R) Gold 6326 CPU,24576,32,256860,1803006716,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,2415.159424,1,0,1906152,35487,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas287.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,256707,1806967260,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1882.052734,0,0,1723245,26307,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy059.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,450307516,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1737.631836,0,0,1670992,25060,Red Hat Enterprise Linux release 8.9 (Ootpa),
d12chas102.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,63427,941044428,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1874.34436,0,0,1727972,26481,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy120.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,449487700,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1748.085693,0,0,1685713,24838,Red Hat Enterprise Linux release 8.9 (Ootpa),
d8civy060.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,446635471,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1732.219604,0,0,1709940,25282,Red Hat Enterprise Linux release 8.9 (Ootpa),
d32cepyc074.crc.nd.edu,8.8.14,550418,unknown,,512,64,256875,886623644,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,3072.680176,0,0,5449588,30670,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas341.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,256707,1350995028,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1878.731079,0,0,1756791,25901,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas096.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,63427,941584080,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1874.631714,0,0,1714887,26393,Red Hat Enterprise Linux release 8.9 (Ootpa),true
qa-a40-008.crc.nd.edu,8.8.14,550418,2.90GHz,Intel(R) Xeon(R) Gold 6326 CPU,24576,32,256860,1782301012,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,2401.75293,0,0,1903868,30698,Red Hat Enterprise Linux release 8.9 (Ootpa),true
